DateTime,320_PV_1,314_PV_1,314_PV_2,313_PV_1,314_PV_3,314_PV_4,313_PV_2,310_PV_1,324_PV_1,312_PV_1,310_PV_2,324_PV_2,324_PV_3,113_PV_1,319_PV_1,215_PV_1,102_PV_1,101_PV_1,102_PV_2,104_PV_1,101_PV_2,101_PV_3,101_PV_4,103_PV_1,119_PV_1
2020-01-01T17:00:00,31.365072,30.835886,30.408987,57.919075,54.919487,30.958187,56.449646,30.8649,29.4721,56.14789,30.840961,30.634052,30.39574,53.25918,110.72617,72.570465,14.9997,15.047899,14.739559,15.3564,15.5127,15.222199,15.0198,34.9935,38.544136
2020-01-01T18:00:00,30.685497,30.099344,29.85957,56.80961,53.856464,30.236046,55.50517,30.399601,28.875698,55.330803,30.340801,30.075333,29.83474,51.15691,108.402756,69.56807,14.209901,14.3486,14.015551,14.659599,14.7384,14.4886,14.29184,34.194,37.704556
2020-01-01T19:00:00,27.907871,27.32463,27.227968,51.70552,48.83122,27.34774,50.524334,27.3493,26.2416,49.74909,27.316322,27.280052,27.080742,47.257427,98.84674,63.646782,13.2095995,13.338499,13.0218525,13.6412,13.697101,13.466801,13.267857,31.488,34.73244
2020-01-01T20:00:00,26.669472,26.06728,25.98957,49.417976,46.673576,26.05826,48.25096,26.0568,24.9494,47.39659,25.97064,25.946863,25.75474,46.431007,95.04177,62.25255,13.0304,13.1572,12.839584,13.453599,13.5102,13.2572,13.094565,30.873,33.775158
2020-01-01T21:00:00,28.140594,27.542715,27.48597,52.11587,49.338398,27.503319,50.88951,27.452702,26.2913,49.937286,27.328075,27.391663,27.18274,49.488503,100.52312,66.7089,13.749101,13.908299,13.609253,14.2576,14.3646,13.9908,13.889128,32.718,35.7404
2020-01-01T22:00:00,30.617397,30.026781,29.911171,56.637386,53.77056,30.08254,55.29784,29.830902,28.6769,54.2016,29.685837,29.903244,29.68148,52.978394,109.15477,72.00887,14.6963005,14.8925,14.499046,15.2224,15.2457,14.986402,14.783783,34.7475,38.071655
2020-01-01T23:00:00,29.663319,29.151596,29.06739,55.622128,52.284637,29.15426,53.85767,29.2622,27.931398,53.260597,29.169838,29.121305,29.068443,47.941895,105.72976,65.68997,13.495001,13.6493,13.259014,13.721601,13.937401,13.676401,13.498313,31.857,35.307213
2020-01-02T00:00:00,12.831898,12.890719,12.81363,26.235565,23.027655,12.79654,25.112282,13.493701,12.425,24.5601,13.435925,13.05595,13.054445,15.077227,44.26796,19.7658,4.379501,4.4289002,4.2570667,4.3148,4.4589,4.3754,4.304076,10.8855,12.903393
2020-01-02T01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02T15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79740155,0.7252,0.7006228,0.0,0.5607,0.65500003,0.71690255,0.0,0.0
2020-01-02T16:00:00,18.086323,16.188313,16.066158,28.300873,28.53413,16.254519,27.454622,14.2692,14.7609,25.753586,14.10163,15.144651,15.144926,39.100983,58.278576,50.273552,11.779802,11.9140005,11.60655,11.872399,12.1485,11.9996,11.841551,25.092,26.573399
2020-01-02T17:00:00,30.221096,29.257198,29.18877,54.797752,52.280567,29.20586,53.258408,28.848602,27.5835,52.57209,28.828564,28.630062,28.407,55.105793,107.62853,73.66725,15.509798,15.6177,15.273321,16.0532,16.1268,15.7986,15.586693,35.7315,39.33572
2020-01-02T18:00:00,29.455872,28.823437,28.740957,54.001057,51.51414,28.741718,52.59176,28.5901,27.285301,52.101585,28.570562,28.372063,28.15174,52.64923,105.18898,70.56887,14.611897,14.685299,14.395369,15.168799,15.1389,14.881601,14.6641655,34.194,37.7963
2020-01-02T19:00:00,26.884647,26.315998,26.28099,49.30471,47.124355,26.26466,48.014168,26.1602,24.85,47.649075,26.1096,25.886852,25.653,48.430702,96.048904,64.31387,13.514898,13.623401,13.300152,13.9628,13.9908,13.7288,13.552692,31.918499,34.93332
2020-01-02T20:00:00,25.801046,25.1292,25.060768,47.05825,44.996876,25.07786,45.84953,24.8677,23.657202,45.390675,24.8712,24.62255,24.42874,47.34282,92.11562,62.627846,13.2589,13.364399,13.067284,13.667999,13.7505,13.493,13.312475,31.426498,33.96708
2020-01-02T21:00:00,27.279898,26.407516,26.299168,49.350502,47.20022,26.368116,47.985397,26.1085,24.85,47.46087,26.053917,25.83525,25.652742,50.304047,97.111534,66.81169,14.0032,14.1414,13.7570505,14.284399,14.4447,14.148001,13.984695,32.472,35.23274
2020-01-02T22:00:00,29.498695,28.583998,28.499786,53.287674,51.163776,28.58666,51.904446,28.435001,26.9374,51.729843,28.308475,28.045647,27.845482,53.702938,105.17243,71.70724,14.7456,14.8925,14.534367,15.302799,15.272401,14.986402,14.7963295,34.5015,37.59758
2020-01-02T23:00:00,28.73347,27.943832,27.84717,52.303123,49.98729,27.96694,50.77914,27.6078,26.390701,50.34816,27.570238,27.512829,27.487183,49.76464,101.98782,65.73722,13.495001,13.6493,13.281851,13.9092,13.910701,13.650201,13.513315,31.918499,35.040817
2020-01-03T00:00:00,12.522298,12.384,12.2808,24.456154,22.08889,12.280541,23.570635,12.6665,11.7789,23.088972,12.677762,12.359453,12.391704,15.98846,43.113216,21.123772,4.460102,4.5066,4.3579497,4.3148,4.539,4.454,4.407276,11.439,13.17741
2020-01-03T01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03T15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6988032,0.0777,0.5719052,0.0,0.5073,0.4978,0.3988877,0.0,0.0
2020-01-03T16:00:00,18.180748,16.372173,16.460157,24.610779,28.887339,16.509926,27.961256,15.148101,14.8106,23.978699,14.618135,15.1268425,15.351259,38.42009,59.12313,47.593864,11.7248,11.8622,11.448587,11.631199,11.9349,11.763801,11.664115,18.1425,27.031464
2020-01-03T17:00:00,30.049793,29.306396,28.868732,55.348755,52.466503,29.309319,53.78202,29.2105,27.6829,53.13669,29.02679,28.75076,28.508741,53.120235,107.42866,70.240814,15.0547,15.229199,14.789499,15.2224,15.486,15.222199,15.032406,35.547,38.860126
2020-01-03T18:00:00,29.24947,28.832716,28.75779,54.063755,51.617947,28.792803,52.73043,28.7452,27.335001,52.47799,28.705439,28.449566,28.25348,50.641823,105.0562,67.256546,14.209901,14.3745,14.005529,14.418399,14.7384,14.4362,14.229441,33.947998,37.179375
2020-01-03T19:00:00,26.575045,26.23175,26.14437,48.999237,46.898964,26.212801,47.76603,26.1085,24.7506,47.649075,26.057999,25.79206,25.602,46.532406,95.71025,61.483826,13.182098,13.2867,12.996237,13.4,13.670401,13.414401,13.229839,31.488,34.30034
2020-01-03T20:00:00,25.525497,25.04495,24.940737,46.58512,44.756866,24.974659,45.39889,24.816,23.6075,45.29657,24.783838,24.527966,24.32674,45.53174,91.41231,59.93537,12.953599,13.079499,12.749039,13.2392,13.403399,13.178601,12.99764,30.75,33.30108
2020-01-03T21:00:00,26.987846,26.459116,26.38554,49.078995,47.324356,26.41972,47.733208,26.1602,24.85,47.71336,26.1096,25.912548,25.70374,48.068787,96.61726,63.831596,13.5443,13.6751995,13.339767,13.9092,14.070901,13.781201,13.628019,32.225998,34.833138
2020-01-03T22:00:00,29.361446,28.83031,28.77597,53.427155,51.60478,28.84466,51.943375,28.435001,27.2356,51.88823,28.34424,28.312054,28.100481,51.51656,104.868515,68.4603,14.414701,14.5817,14.187799,14.927599,14.952001,14.672001,14.480455,34.3785,37.26324
2020-01-03T23:00:00,28.535847,28.14095,28.053326,52.53131,50.346043,28.070402,50.96084,27.866299,26.6392,50.823315,27.740875,27.718758,27.539223,47.609863,101.3659,63.563274,13.2153015,13.390301,13.025513,13.801999,13.697101,13.414401,13.278659,31.734,34.648575
2020-01-04T00:00:00,13.038298,13.003201,12.91683,25.956964,23.277485,12.8484,25.011255,13.5454,12.4747,24.688673,13.487524,12.986853,13.003963,15.966143,44.589977,19.95062,4.5094013,4.5583997,4.409515,4.6363997,4.6191,4.5326,4.44633,11.684999,13.502793
2020-01-04T01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04T15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6969024,0.6475,0.6064212,0.0,0.4005,0.524,0.6004435,0.0,0.0
2020-01-04T16:00:00,17.931522,16.026583,16.288528,25.652279,28.823792,16.306896,27.00381,12.356299,14.711201,25.673456,12.883658,14.867796,15.198258,37.06578,61.16266,47.0988,11.496301,11.6291,11.222083,11.363199,11.721301,11.554201,11.448662,16.359,25.250095
2020-01-04T17:00:00,29.817074,29.456333,29.30856,53.843613,52.574924,29.412258,52.543915,28.7969,27.8817,51.518364,28.935848,29.017166,28.560778,51.69219,106.77064,69.14552,15.003501,15.151499,14.725118,15.1152,15.405901,15.117401,14.965808,34.809,37.938198
2020-01-04T18:00:00,29.094673,28.987514,28.91259,53.28277,51.832626,28.999199,51.832214,28.435001,27.5835,51.957176,28.518963,28.655968,28.40674,49.07946,104.78599,66.20284,14.131199,14.2968,13.934799,14.284399,14.685,14.383801,14.188639,32.594997,35.70656
2020-01-04T19:00:00,26.600323,26.33495,26.26416,48.365776,46.969444,26.31626,47.10485,25.798302,25.048801,47.247517,25.907288,26.032774,25.805738,45.11818,95.371994,60.21617,13.107201,13.2348995,12.902668,13.2123995,13.617001,13.362,13.17824,30.3195,33.168137
2020-01-04T20:00:00,25.465122,24.948627,24.835947,45.738464,44.52123,24.974918,44.61177,24.402401,23.5578,44.64253,24.53401,24.553661,24.32674,43.945084,91.088356,58.231216,12.8492985,12.95,12.662484,12.9176,13.3233,13.073801,12.907693,29.581501,32.235485
2020-01-04T21:00:00,26.523447,26.097916,26.022991,47.996674,46.74012,26.05826,46.56599,25.5398,24.8003,46.653103,25.561924,25.705677,25.5,46.36918,95.90731,62.080204,13.412499,13.5457,13.211437,13.6412,13.884,13.624,13.48506,30.258001,32.884216
2020-01-04T22:00:00,28.57867,28.201832,28.123106,51.820774,50.325356,28.2252,50.36646,27.452702,26.7386,50.164616,27.542648,27.821959,27.590742,49.427666,103.03853,67.3344,14.1587,14.3227,13.9253235,14.418399,14.658301,14.410001,14.212366,31.98,34.340714
2020-01-04T23:00:00,27.667421,27.336315,27.261389,50.98391,48.97809,27.348,49.56534,26.935701,26.092499,49.15933,26.990887,27.116375,26.876482,45.330574,99.33763,62.00235,12.931802,13.105399,12.7145815,13.2392,13.4568,13.1,12.978491,28.905,31.002579
2020-01-05T00:00:00,12.522298,12.569435,12.470612,25.17789,22.463354,12.4356,24.189781,12.925,12.126801,23.683388,13.007286,12.685871,12.697703,14.828384,42.83746,20.7666,4.4307003,4.4548,4.3003516,4.3416,4.4856,4.4016,4.3546395,10.086,11.396218
2020-01-05T01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05T15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023699202,0.0259,0.055135425,0.0,0.0,0.026200002,0.040473312,0.0,0.0
